y_j / x_i:,0,0.0166667,0.0333333,0.05,0.0666667,0.0833333,0.1,0.116667,0.133333,0.15,0.166667,0.183333,0.2,0.216667,0.233333,0.25,0.266667,0.283333,0.3,0.316667,0.333333,0.35,0.366667,0.383333,0.4,0.416667,0.433333,0.45,0.466667,0.483333,0.5,0.516667,0.533333,0.55,0.566667,0.583333,0.6,0.616667,0.633333,0.65,0.666667,0.683333,0.7,0.716667,0.733333,0.75,0.766667,0.783333,0.8,0.816667,0.833333,0.85,0.866667,0.883333,0.9,0.916667,0.933333,0.95,0.966667,0.983333,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.0166667,0,9.90514e-06,9.43624e-06,8.0594e-06,7.11002e-06,6.54417e-06,6.21997e-06,6.04164e-06,5.95207e-06,5.91721e-06,5.91615e-06,5.93574e-06,5.96744e-06,6.00567e-06,6.04671e-06,6.08808e-06,6.12813e-06,6.16581e-06,6.20043e-06,6.23159e-06,6.25907e-06,6.28277e-06,6.3027e-06,6.31891e-06,6.33149e-06,6.34052e-06,6.34613e-06,6.34841e-06,6.34746e-06,6.34336e-06,6.33616e-06,6.32593e-06,6.31267e-06,6.29642e-06,6.27716e-06,6.25489e-06,6.22959e-06,6.20125e-06,6.16987e-06,6.13548e-06,6.09816e-06,6.05803e-06,6.01535e-06,5.97049e-06,5.92404e-06,5.87687e-06,5.83028e-06,5.78612e-06,5.74712e-06,5.71726e-06,5.70241e-06,5.71136e-06,5.75758e-06,5.8622e-06,6.05953e-06,6.40681e-06,6.99986e-06,7.98027e-06,9.39083e-06,9.892e-06,0,
0.0333333,0,9.48024e-06,1.25804e-05,1.29042e-05,1.25352e-05,1.21393e-05,1.18636e-05,1.17093e-05,1.16478e-05,1.16506e-05,1.16955e-05,1.17664e-05,1.18521e-05,1.19447e-05,1.20388e-05,1.21307e-05,1.2218e-05,1.22991e-05,1.23731e-05,1.24394e-05,1.24978e-05,1.25481e-05,1.25906e-05,1.26254e-05,1.26527e-05,1.26728e-05,1.26859e-05,1.26923e-05,1.26921e-05,1.26855e-05,1.26726e-05,1.26536e-05,1.26285e-05,1.25973e-05,1.25601e-05,1.25166e-05,1.2467e-05,1.24111e-05,1.2349e-05,1.22805e-05,1.22058e-05,1.2125e-05,1.20385e-05,1.19468e-05,1.18508e-05,1.17519e-05,1.16521e-05,1.15542e-05,1.14623e-05,1.13825e-05,1.13229e-05,1.12955e-05,1.13167e-05,1.14091e-05,1.16014e-05,1.19224e-05,1.23699e-05,1.27952e-05,1.25279e-05,9.473e-06,0,
0.05,0,8.18649e-06,1.30265e-05,1.52423e-05,1.61301e-05,1.64768e-05,1.66429e-05,1.67698e-05,1.69043e-05,1.70567e-05,1.72239e-05,1.73997e-05,1.75777e-05,1.77529e-05,1.79212e-05,1.80799e-05,1.82271e-05,1.83617e-05,1.84831e-05,1.85911e-05,1.86859e-05,1.87676e-05,1.88366e-05,1.88934e-05,1.89385e-05,1.89723e-05,1.89953e-05,1.90078e-05,1.90103e-05,1.9003e-05,1.8986e-05,1.89596e-05,1.89238e-05,1.88786e-05,1.8824e-05,1.87598e-05,1.8686e-05,1.86023e-05,1.85086e-05,1.84047e-05,1.82906e-05,1.81662e-05,1.80316e-05,1.78874e-05,1.77341e-05,1.75729e-05,1.74056e-05,1.72345e-05,1.70631e-05,1.6896e-05,1.6739e-05,1.65991e-05,1.64831e-05,1.63941e-05,1.63222e-05,1.62196e-05,1.5943e-05,1.51283e-05,1.29805e-05,8.18768e-06,0,
0.0666667,0,7.35463e-06,1.28489e-05,1.63563e-05,1.84585e-05,1.97335e-05,2.05637e-05,2.11633e-05,2.16427e-05,2.20558e-05,2.24277e-05,2.27695e-05,2.30858e-05,2.33783e-05,2.36475e-05,2.38938e-05,2.41173e-05,2.43185e-05,2.4498e-05,2.46565e-05,2.47948e-05,2.49138e-05,2.50145e-05,2.50977e-05,2.51643e-05,2.52151e-05,2.52507e-05,2.52719e-05,2.52791e-05,2.52728e-05,2.52532e-05,2.52206e-05,2.5175e-05,2.51164e-05,2.50447e-05,2.49597e-05,2.4861e-05,2.47483e-05,2.46212e-05,2.44792e-05,2.43219e-05,2.41489e-05,2.39597e-05,2.37542e-05,2.35323e-05,2.3294e-05,2.30397e-05,2.27697e-05,2.24847e-05,2.21848e-05,2.18691e-05,2.15336e-05,2.11675e-05,2.07459e-05,2.02144e-05,1.9461e-05,1.82684e-05,1.62486e-05,1.2813e-05,7.36316e-06,0,
0.0833333,0,6.93631e-06,1.27049e-05,1.70204e-05,2.00816e-05,2.22344e-05,2.3785e-05,2.49508e-05,2.58707e-05,2.66289e-05,2.72752e-05,2.78392e-05,2.83385e-05,2.87838e-05,2.91822e-05,2.95386e-05,2.98566e-05,3.01392e-05,3.03889e-05,3.06079e-05,3.07981e-05,3.09615e-05,3.10997e-05,3.12143e-05,3.13066e-05,3.1378e-05,3.14294e-05,3.14618e-05,3.1476e-05,3.14725e-05,3.14518e-05,3.14141e-05,3.13594e-05,3.12877e-05,3.11987e-05,3.10921e-05,3.09673e-05,3.08237e-05,3.06604e-05,3.04766e-05,3.02712e-05,3.00431e-05,2.97911e-05,2.95138e-05,2.92098e-05,2.88773e-05,2.85142e-05,2.81176e-05,2.76836e-05,2.72059e-05,2.66743e-05,2.60717e-05,2.5369e-05,2.4516e-05,2.34275e-05,2.19621e-05,1.98984e-05,1.6923e-05,1.26787e-05,6.95026e-06,0,
0.1,0,6.78543e-06,1.27331e-05,1.75827e-05,2.13657e-05,2.4266e-05,2.64977e-05,2.82451e-05,2.96465e-05,3.0799e-05,3.17682e-05,3.25978e-05,3.33173e-05,3.3947e-05,3.45008e-05,3.49892e-05,3.54198e-05,3.57988e-05,3.61312e-05,3.64211e-05,3.6672e-05,3.68872e-05,3.70692e-05,3.72205e-05,3.73432e-05,3.7439e-05,3.75095e-05,3.7556e-05,3.75794e-05,3.75806e-05,3.75601e-05,3.75182e-05,3.74549e-05,3.73701e-05,3.72634e-05,3.71342e-05,3.69816e-05,3.68046e-05,3.66018e-05,3.63717e-05,3.61126e-05,3.58222e-05,3.54983e-05,3.5138e-05,3.47379e-05,3.42938e-05,3.38005e-05,3.32511e-05,3.26362e-05,3.19424e-05,3.11501e-05,3.02303e-05,2.91391e-05,2.78103e-05,2.61453e-05,2.40028e-05,2.11937e-05,1.7496e-05,1.27148e-05,6.80274e-06,0,
0.116667,0,6.80223e-06,1.29271e-05,1.8173e-05,2.25099e-05,2.6027e-05,2.8864e-05,3.11634e-05,3.30473e-05,3.46121e-05,3.59296e-05,3.70526e-05,3.80194e-05,3.8858e-05,3.95891e-05,4.02284e-05,4.0788e-05,4.12774e-05,4.17043e-05,4.20753e-05,4.23957e-05,4.267e-05,4.29022e-05,4.30957e-05,4.32533e-05,4.33776e-05,4.34705e-05,4.35338e-05,4.35687e-05,4.35764e-05,4.35574e-05,4.35121e-05,4.34407e-05,4.33427e-05,4.32175e-05,4.30644e-05,4.28821e-05,4.26689e-05,4.24229e-05,4.21419e-05,4.18231e-05,4.14632e-05,4.10584e-05,4.0604e-05,4.00945e-05,3.95229e-05,3.88806e-05,3.81563e-05,3.73351e-05,3.6397e-05,3.53146e-05,3.40497e-05,3.25493e-05,3.07406e-05,2.85253e-05,2.57779e-05,2.23506e-05,1.8096e-05,1.29142e-05,6.82089e-06,0,
0.133333,0,6.92583e-06,1.32507e-05,1.88272e-05,2.36101e-05,2.76387e-05,3.10016e-05,3.38041e-05,3.61476e-05,3.812e-05,3.97928e-05,4.12224e-05,4.24524e-05,4.35166e-05,4.4441e-05,4.52462e-05,4.59481e-05,4.65598e-05,4.7092e-05,4.75533e-05,4.79511e-05,4.82916e-05,4.858e-05,4.88209e-05,4.9018e-05,4.91745e-05,4.9293e-05,4.93758e-05,4.94244e-05,4.94403e-05,4.94241e-05,4.93763e-05,4.92968e-05,4.91854e-05,4.90411e-05,4.88627e-05,4.86485e-05,4.83963e-05,4.81036e-05,4.77671e-05,4.73829e-05,4.69465e-05,4.64525e-05,4.58942e-05,4.52638e-05,4.45514e-05,4.37449e-05,4.2829e-05,4.1784e-05,4.05844e-05,3.91969e-05,3.75778e-05,3.56703e-05,3.34017e-05,3.06819e-05,2.7406e-05,2.34633e-05,1.8758e-05,1.32407e-05,6.94404e-06,0,
